example_id,text,label
46d7a4377f48acfe4f27b531d7783891,New version of #Quttera #WordPress #malware scanner 3.0.6.51 has been released. Added new malware samples detection $URL$,0
e8baf5afb028ebef612eb4135d83d473,the vast vast majority of chipotle customers suffered no ll effects the equifax breach harmed enentially more people,1
acb8f3043add6babb5cd5c651aae3b13,tragic but repudiation was valid non disclosure especially of info considered material to cover is breach of contract,0
f82dff6435d39faea89eb9ee5046a914,irmas damage reminder of florida economysvulnerability $url$,0
2fc4fc7fe19515404afd18737e6120d9,how do we convey the humanity vulnerability and hopefulness of other lives in ethnographic writingurl,0
35c6f0b2a885e7e58b082b77405ed62f,the equifax breach ees america s identity crisis $url$,1
8e0792a0fa75a35a87dfcfbb9da812e3,apple internaldevelopment servers compromised by malware url20 tech cybersecurity,1
644c45d3f23ec7abc79a1df5804c850f,retweeted wikileaks $mention$ british journalists should be asking if gchq knew of the vulnerability being $url$,0
1980be54c28526667a29239389a5b81e,some very busy people at $mention$ right now somuchred devops ddos $url$,0
76a8a9e8eaca4a0c915ab7decd088f5c,newspaper headlines brexit breach begins with letter $url$,0
b94e1b2fd23e77cb8fde738cf9317a6c,by $mention$ hackaday if 3d printer then custom aluminum extrusion bracketshttpsurl,0
4be69ee6a5693122eab238d0bd10054b,is s2600cp and s1200kp server board affected by the sa0086 vulnerability $url$,1
8b153a1c55c46a0f166aa0867cfa3a6f,Instant Deployment + SSD/SATA Drives + DDOS Protection + 23 Operating Choices + Endless Support & Customization $URL$,0
22cd81fc37b5b3f355858b61ed8d451e,specialize in containing anything out of the norm he and his team are contacted about breach and discover jared clone that is,0
af152149e1d19fb1687be3332ec65420,d say try safetymalware check,0
f79f722619d0d1960ad17ed091c03ddc,antidrone market is estimated to witness significant growth driven by growing security breach incidences and $url$,0
9ff1e38d1aeadcddad8f26a952858c0c,dreamhost is currently under ddos attack and most services are down $url$,1
aaa2325bdb5973183e9975b31800711c,health service in part of scotland hit by malware attack $url$ cybersecurity $url$,1
75063de93e5d38789cb11b8facc203a4,an approach to vulnerability assessment $url$ infosec cybersecurity $url$,0
1f4fcd8314dac07a006e54cf2171cd9f,nah it s jif you just phishing for rts url2,0
85c045cdf466c3ec605e1fd04c05c649,seo article generator $url$ create articles in seconds penj fake apps fake games an update on gaming malware,0
51999c649d48251e4c69338c06eafaea,".@LouieAnderson @realLouisCK @BasketsFX J Krisel vulnerability & authenticity in accepting Kens hug was lovely, truly remarkable, bravo",0
2b89b6b0b450eba0787023a52ec62eb6,crashoverride malware does nt eloit any software flaw instead it takes control of switches and circuit breaker url0,1
f35125a309000a8e6953df016dba2764,set up my malware analysis lab today im ready,0
cadd252c53f6b7b9dcc623b793d4e7ad,kaabil adhm shivaay cyber security eerts russia disproportionately targeted by malware $url$,1
d40b490d097140f43650f8e141652337,new data shows very few hospitals in the us secure their email against phishing and spamming time to take action urlc,1
b40617f0bbf8c8fc1d97897c656a503f,exactly who did russia hack podesta no it was phishing dnc maybe maybe cia maybe others hrc she claimed no hacks,0
9752400a3123869cb5b2602e300f3ec5,the best kind of dos is to overwhelm system with love,0
71f38402419baa118ee1d545291593f1,new york finsec regulations student data protection more in security never sleeps url2 infosec data ai ddos $url$,0
4163c1b1ecd0c28492a2c6cc79335a86,vulnerability obb239890 on $url$ on hold for coordinated disclosure $url$ $url$,1
d0f3f1104a24d5d18dc714f829872254,yo everyone come check out my boy s stream $url$ he s very entertaining battlegrounds streamer,0
5cdf54510053c4f69b8017a76f21b8b2,hacker ends malware mission after bricking 10 million connected devices $url$,1
b61eff6e6407d42197879aecc3b1279e,malware eert says fingerprint switch shows past attacks blamed on russia china are work of cia $url$,1
387322f11aefb793670269ff9eba9257,alert phishing attempt helpdesk 20170622 095200 $url$,0
42a825280d7cb0e295de49d103e75391,equifax slumps after data breach likely hit 143 million consumers $url$,1
efc26f9debee024ef59bf6fce9ea8d53,the cloud spear phishing and imposter emails how cyber criminals are targeting your department webinar june urlc,0
10f307f4ed337e7714761af238e8783a,some helpful tips from the irs on phishing $url$,0
5f9ef315976594ae2e40c6605235e1d6,oops wilmerhale email to reporter reveals apparent sec probe into pepsico gc s departure $url$ old fashioned breach,0
fefd0d69beb0da691d21fa9e6b61fbd6,cuan preparado estas wannacry spreads across the globe makes organizations wanna cry about microsoft vulnerability urlu,1
16a70d8c0e97ad27cdf663022f724c15,target reaches 185 million breach settlement with states $url$,0
dd8e20c511c1faccd80116252ddec07b,racial malware lmfaoo $url$,0
31e1aba50ed3c2248078714b78c2d937,top $mention$ story dc and maryland to sue president trump alleging breach oh $url$ see more $url$,0
1a7d975e72e792539d7d1f5450ba390d,do nt fall for these top 10 phishing emails $url$,0
4429179157c8de30bad9328b1e2bf796,beware this clever fake attachment gmail phishing scam $url$,1
9c8cc2902dd54c4c060e3d04d1312fa3,equifax breach how to protect yourself from whats coming next $url$,0
c21ff61e981c9fdd9cf2a9a15e1b46e6,prob the reason for the breach of contract allegations can terminate if the other side breaches reps and warranties etc,0
defefd9f4e3386bbaefa69748a431d56,The conversion of Aadhaar from a tool of citizen empowerment to a tool of state surveillance &citizen vulnerability. $URL$,0
9ea80928166169b6636492f67d6b5c56,radware launches the ultimate iot botnet killer learn more multivideo scalable adaptable and highly $url$ infosec,1
6ea8a90eec7f00293ef0313f5fe97c62,"RT securityaffairs ""High sophisticated Fileless malware infected 140 companies in 40 countries $URL$""",1
7b9cc3c3bbbbb8ae9d3d070e71dd730a,dear $mention$ please notify your it security team about security vulnerability on your website $url$,0
39518e3bdf73d505bae02c6e87dd885d,$mention$ new malware masquerades as ridesharing application $url$,1
9d3170a96a826424307832aece77ec8e,dc and maryland to sue president trump alleging breach of constitutional oath $url$,0
f0ab852df5cc6c7fc69edf27960c46af,israelinside eliyahubakshidoron fraud chiefrabbis former chief rabbi convicted of fraud breach of trust $url$,0
e6c2e492fa3aa142b97181f811159d3e,gov info security bankrupt cancer clinic chain s insurer to cover breach fine $url$,1
f50e0e5098781e7db524e47356434e84,malware that targets both microsoft apple operating systems found $url$,1
8556908bd59845c98d2176c8815ddeac,cybersecurity eert says equifax breach will haunt us for decades urlu mcgnews,1
0114c141234ea29d79a4d1e333ace3b4,new chrome hack prompts users to download missing font to sneak in malware $url$,1
1676e2520a852aca52c9ea74a87f548b,case against marcus malwaretech hutchins gets complex $url$ infosec malware hacking,0
199b4d0bcc509fefb3c55f52454e93a8,txt from 0133 230 809 looks lot like phishing attempt to me just for anyone who gets similar one,0
2346a3ee639befe355ec6a56596babb5,nice try but the answer is phishing email,0
3c40cc10b407eeae47aaf5abf1ce278b,ccleaner gets hit by nasty malware infection techradar $url$,1
91bcf34a174a30729fb666f1294db063,this was stirring and beautiful read thank you for you candor and vulnerability it has prompted me to consider my own health as well,0
2bc418cdb4a82bfbd1e34df7d559fd00,it s 2017 and upnp is helping blackhats run banking malware the register $url$,0
3bf1b914f2eca4448dc142ede5478dea,north korean lazarus group hackers used malware against london cryptocurrency firm to steal bitcoins guardianbyfyde guardian fyde mobile security phishing infosec news privacy cybersecurity hackinghttpurl,1
c8be685c58a06ffbd02235f2d50f275f,vuln microsoft edge cve20178735 spoofing vulnerability $url$,1
a16ea67711e151b83c1fc448a49e569e,Alphabet's Project Shield And Eliminating DDOS Attacks On Free Speech,0
c340cbab959face0e3bff0deb6188862,"Hey guys, sorry for the delay with yesterday's episode. My computer was hacked and some malware interfered with the podcast files.",1
cf9ec8252a4dab6a9129e2a92cd5c50c,$mention$ equifax breach ees 143 million consumers personal data $mention$ equifaxbreachhttpurl,1
2f8f49336d3afcc9ccbf1d88c2cb4896,million googleplay store downloads of 50 android stealth malware apps say $mention$ cybersecurityhttpurl,1
917a4e8eef1037ee18831be94d255acb,$mention$ can breach dpa share csa data with 3rd parties say they did nothing wrong and im the one with the solicitors bill,0
c3a74550e4c1ef844aa0658e01359745,tmqafeeds new malware steals your credit card info via text $url$,1
e6c87146e6313f134c6198b81b14c5d2,breach of foia act 200 beyond 20 working days response timeurl0,0
612519a90f695d4031a8d7466eedd43c,$mention$ getting ton of junk phishing emails from notifiermentioncom claiming to be apple might want to sort it,0
9ec6cea64a1cfb53150313427fa15aa2,irs education department turn off tool in financialaid application on fears of data breach wall street journal urlc,1
bab65049d74fc59a869cef79c39fd34c,inside the hunt for russias most notorious hacker wired imagine if machine learning is injected into malware $url$,1
8ecc13fd952254afac3c1b789ea0261c,seriously equifax why the credit agencys breach means regulation is needed via $mention$ $url$,0
aedd9c768a10555facc407d274c92219,Condonation of Breach of Regulation - Non submission of Form 112 by C.A. - Article students for pursuing additional / other course of study.,0
6a3cc4991a9c66c550f0b7618af8ce59,stored vulnerability found in wordpress core $url$,1
f76252b1a3631462bdccb9208228fc3a,chinese man allegedly tied to opm breach malware arrested $url$,1
80e25a7d8b912f819aa65ba0de6fa9bb,donald trump sharing classified intelligence with russia may breach his oath of office say national security $url$,0
4ec96bfe19816f871245218cc5c5b3b1,crafty phishing technique can trick even techsavvy gmail users $url$,1
12101abc6f010b0e35178e576442fe08,donaldtrump trumptravelban is breach of human rights he s hitler in the white house,0
53553380f5f32d96780a035f57fcf228,beautiful story vulnerability is not cowardice but courage $url$ $mention$ $mention$ $mention$ change urlu,0
87c1e1058716a765c4d228ad40699e01,millions of android phones hit by judy malware millions of android phones are hit by malware dubbed judy which $url$,1
ec83aa6123cd2addf71369f3b4818449,nuance s servers are still shitting it after that malware issue on tuesday it s wreaking havoc in our place,0
5f28fbf7352d5cac1cda4c1ce1b343a8,just released rolebased modules international phishing templates $url$ infosec,0
38330025a4f343287c099a3abdba5783,windows 10 doubleagent zeroday hijacks microsoft tool to turn antivirus into malware zdnet $url$,1
c8b2ebd014cf6be6a658e21e7e1aa9ed,would be ironic to see malware obfuscation platform emerge which uses this framework $url$,0
c68e4727267d653dee93f7e9f550e85f,vuln multiple simatic wincc products cve20176867 denial of servicevulnerability $url$,1
d44ebc9bac1466e6f40a66dd19bffb78,my computer screen just froze with dozens of pictures of mal meninga guess ive been struck by malware lol fridayfunny happyholidays yolo,1
6834dddcc1d28cea95da0a4197565ac7,bitcoins btc bitcoin news global malware campaign wannacry is affecting bitcoins price $url$,1
6c613706a291a524f0cbae0900926f61,what ego maybe if d have some ego d not be hurt by others because of my vulnerability $url$,0
6175737879c7c95d6f8d298e8a6d079e,did you get the malware it drops? cuz its just a dropper,0
26a123312eb6439dee709bd4e5a4fb8f,$url$ malware droppercode trojan,0
3b1cf182e29600adac79e69521c38c16,to reignite innovation passion we have to rehumanize work vulnerability shameresilience disengagement $url$,0
bd4334509b8951a97a3034a8d34ad4d0,ways admins can help secure accounts against phishing in suite $url$,0
3a560cd1a8c2232dba498e158cedcd6d,mac malware is spreading at frightening rate claims report techradar $url$,1
620c415137d0e60a0c395541344e1994,so wewe ni mtoto was mbwa is breach of peace kenyahttpsurl,0
1f7972714693c8d7c1ff4206af9d825a,facebook patches vulnerability that allowed any picture to be deleted facebook url0 content by $url$,1
b0af5edf12d8de0e577454ec63a3f6bd,PhishMe expands Phishing Intelligence offerings through Malcovery assetaquisition $URL$,0
c010cf299d54c12f22ac9ba6e41372b4,failure to set standards for award of stock options breach of covenant of good faith commercial division blog $url$,0
7ace764cc187547649feb79dad89d980,remove malware files from hostgator by kawizx62003 $url$ creativejobs jobs,0
beee4ae86a1cb129c003d5b7e9c50a37,dangerous 7yearold linux kernel vulnerability discovered $url$,1
9a39b8f97eee3ef04f061bad83c9763a,despite the spiel we re still some decades from true antimalware ai $url$ via $mention$ cybersecurity infosec,0
383f94a47dd3c572ab95782c5ac658c0,new blog post recent ccleaner hack could have spread malware to millions $url$,1
66b7e7141aed3667b14ef364ed58fd13,im gonna hack that fucker and build fartbomb botnet,0
37bb5bfaaf040b9818a49cd0c7f514f9,0daytoday joomla hugeit video gallery 109 component sql injection vulnerability 0day eloit $url$,1
50894122fb697b3177dee4ba8177e8ea,Malware-infected advertisements increased by 132 percent in 2016 $URL$,1
fad0f9319750a60bb9f4c16042bbb946,office365 target of widespread credentialharvesting campaign phishing hacked $url$,0
c2cbc92d520842857d6a86e0f43409a2,once more unto the breach $url$,0
6097197a4a7a7d38511a941d27f7314e,equifax security breach debacle thickens with improbable denials $url$ computerworld,1
b83fbe56663ac0953b0dbea5b5f932fe,digital defense inc named best buy in vulnerability management comparison from sc magazine labs $url$,0
ee1c29c5ac963f2691cc621dd2811041,- 9th circuit crt - Ivanka Nordstrom implosion - What's START? - Conway ethics violation - Flynn Russia breach Solid 48hrs for Team Trump,0
d0e82de70cef866e600c5b787a55fd4d,rich only elains away disgusting rhetoric as nihilistic rage originating from position of vulnerability when it s mags guess $url$,0
84817e35320f2c0c7dadddace49a71e2,love it intermingle vulnerability scanning web and dns proxy in there as well,0
c82d20e664c0a0aa5061409766567829,mr vikas you have no authority to recharge data using main balance without asking me this is breach of trust please refund the amounts $url$,0
a77a00db87f7b31754561772354ec8ed,flexera software acquires secunia adding software vulnerability management solutions that reduce cybersecurity $url$,0
69e7bee96f3426ecc03d09cdd37cfa44,bbc cyberattack us blames north korea for wannacry pyongyang is for the first time officially held responsible for the wannacry malware attack last may $url$,1
0bd99220dedca238c8b9eb737754bd4b,some of these guys that work on malware research and in the local cybersecurity are so damn smart and often wonder why the hell no one else recognizes it but me,0
233810159be57776c3827c98b4399334,"@NodeServ Hi, I've just pushed up ticket #834542. There's a routing issue with my DDos protected IP address.",0
821a4aaf38b5899f1ef3d182f5d23c44,Reports: Mac malware $URL$,1
fe6fd8fce7e3e2df22591f85ba08c229,the site s down because our host is eeriencing ddos attack fingers crossed it gets resolved soon,1
7610974e1980ebd597f894e3884128a9,new malware case is major blow for the nsa $url$,0
fe315e9431c2b0d16a9dc0f2f81b58ac,do nt worry about this breach our worst possible move would be routinizing audits of voting systems $url$,0
0721d90416508a1aaecd5093149bf326,once more unto the breach suchtimmuchthough,0
33416a63fdcf7b7804b898338474503d,eloitable vulnerabilities metasploitvulnerability management love story url8d $url$,0
9601f285ab8e7a00a73c68a3f450be32,MacDownloader malware targeting defenseindustry $URL$1,1
35ae1c56e0414a5ed23fa5d27136ef3e,if you re working in psych ward please remember breach in confidentiality is an automatic dismissal offense,0
6fc115310d1ba96e3a264d0fd9f88073,vuln microsoft edge content security policy cve201711863 security bypass vulnerability $url$,1
5f323769ee48047b7794d7e61752ef99,ultimate guide on how to steal botnet url8 oldpost retweet,0
9ea7af17f0dd56c66ca5870a598fb1fc,beware of windowsmacoslinux virus spreading through facebook messenger $url$ swv malware cyberattack $url$,1
4df075bd6f2700df0da1c888907feece,organizations learn tough lessons from the equifax data breach url2,0
ef09bf64d01ec2b2ad6bf6413012080a,lol akala ata ng lalaking to mabibiktima ako ng phishing,0
c83f8a3c8b12cc55cf3335786d3cd33e,python dependency security vulnerability checker $url$,0
faae63ee4c23a49a6273ef5b78d05b51,dem staffer suspected of security breach fled to pakistan $url$,0
2d9aa669b8cd3deb3c8c475e0ad4e2f5,the equifax data breach protect you and your company from identity theft $url$,0
b4f8a0ec50468282e2bee3a57c0fc3de,cra shuts down online services over potential security risk vulnerability security url0 by $mention$ $url$,1
53f05d46d2f743f015d3742d00cca742,phishing lures that could hijack your 2017 tax refund scammers are taking an aggressive socialengineering urld,1
900fc8b3971e185a11a7ecea6361a6a5,Hitachi Payment accepts malware hit - Times of India $URL$ #G,1
63783738ca44b6a4448302a330dd18f3,latest store with payment breach is forever 21 $url$,0
e3851f1b4f1ce71af30af963b0b7a4dc,microsoft kills potential remote code execution vulnerability in office cve20178630 $url$ $url$,1
f4594ba33d0df39c82f321e82897a863,as of 1230pm we have no websiteemail our host is under ddos attack please call 4164691121 so very sorry for the inconvenience,0
8641d64df53b45df2dfd9587d9b05d5c,how to check if your information is part of equifax cybersecurity breach $url$,0
cc771d2d4372428eba345256f3bdc47e,equifax says security breach compromised personal info of as many as 143 million watch your statements $url$ in,1
2eb763e7abbb92f8942cf99138513296,only the networkintuitive can detect malware in encrypted traffic without decrypting data ciscodna $url$,0
60ec039eb708dd0476cc3cfa35946f37,power outage crash override malware heightens fears for us electric grid $url$,1
b90d9fbc29714c980373a7283b81c731,"Well, looks like I'm getting a new card again. $URL$ #infosec #breach",0
a5c64e1815e16271268ed8e4e8c544cd,every day it seems to be another breach attempt almost like the defenses and response times are being tested,0
4f9be4c9454aaeaf928597e0ff9f7890,clinical interruption from cyberattacks on the rise phishing biggest culprit cybersecurityhttpurl,1
a785b899458af45fb093d77a34ad3977,hfs best of matches done in under two hours and good shows all around congratulations to all runners on boiler tonight $mention$,0
c7623b7008d05aa4d8bf977eb8eaa74b,$mention$ phishing beware urlu,0
ae9444cb8b6d6dcce597ea0fd00ccaa6,new post hackers can use surveillance cameras and infrared light to transfer signals to malware $url$,1
26d64c61b0dcae77c72c416086248463,malware makes users play game for high score instead of paying ransomhttpsurl,1
1fad70e9b888460b576222714b0cd77c,hackers take aim at your $mention$ account with this new phishing attack cdwsocial $url$,1
1380763beb3b2d4984a61115b4b74638,the top practices to ensure your database does not become vulnerability $url$ infosec cloud iot $url$,0
428fc7ddc5cae324d4f4c5ede578c25b,antisecurity evasion avoids detection with antimalware engines and firewalls details on evasion $url$ $url$,1
8ceaa2d0c32324b2e8c890d03199d5bb,ransomware attackers use installer packages to hide malware deeper twcn tech news blog urlu2,1
7e96d4c73f8532487edc895efacd7f11,ddos attack attempts doubled in months url0 via $mention$,1
886f571d4622dc1cc101fd7e3fe042c4,website malware removal service in bridgend malware protection service bridgend $url$,0
9782b5211f9484defc9d1383ef989b6d,known vulnerabilities will plague 2018 as attack surface widens $url$ cybersecurity infosec business smes smbs breach cyberattack yswv,0
521841d46b2cc618f8c9675dc2b25f12,had the biggest fight with transunion about this last year my score went down by like 50 points to bad because paid off my debts earlier they told me im in breach of my contract with my creditors hence the depletion of my score,0
90ce40b0fb70c2efacff216f3c5b4296,$mention$ re dems senate 18 chances your math showing dem vulnerability assumes states voting trump in 16 still holds why not figure in 10 or more loss in approval rating since then trump s lost independents and over 15 drop in white evangelicals add that in,0
60102b11819ab2bb0cd919a9fd99cc2c,$url$ cryptocurrency mining malware on pace to infect million computers in $url$,1
f90a7e452554cfc3b25d2baa61ae6f5e,google ratchets up oauth policies in wake of phishing attacks urlc,1
62571df4c4cac31eea512cc27068def5,linuxproxym iot botnet now used to launch hacking attacks against websites $url$,1
885cf7a38f919527296dc9f1063b379a,vulnerability remediation of wannacry flaw raises concerns techtarget $url$ latesttechnews,1
ce2905fdd572753c1871957eb132e297,79k patients affected by emory healthcare data breach privacy healthcareithttpurl,1
a4b6dc1e99dc95ed61c251e261186acf,the future diary folge 23 breach of contract $url$,0
2ef8aef04a326327da1946e92789bea6,probably they re really taking advantage of may s vulnerability,0
ceb952f093ee8dec9a6f5cac6dc87614,dark reading new malwareasaservice offerings target mac os $url$,1
1d3b3f2fd05e375e657cb31c16e9f2a8,why businesses need more enlightened approach to phishing attacks $url$,0
8c1b37fee79616df4c92eb1b5fdfe447,do nt allow chatbots to become your next big data vulnerability cybersecurity achievedigital aihttpsurl,0
613d33c5c7768fa249e13301630e7289,after crazy weekend of trying stop hacking wannacry malware and phishing monday might be even worse $url$,0
232b1d709b64f1c5084283f698e2e4d4,transcend vr sues investor mike rothenberg for fraud and breach of contract $url$,0
7efe933239ecf327ac2cb5481ec506b0,credit card breach at kmart stores again url8,1
d231e43502ca8cebbcf79ab25e1c8e00,$mention$ episode 97about phishing is amazing,0
043554368b6084ccdc023ee65bc90aad,This modular backdoor malware is now the most common threat to Android smartphones ZDNet $URL$,1
cb18cb3fb3389c938097d22ded9045f3,indian army will breach loc and strike whenever needed lt gen anbu $url$,0
cba14d97752ddcdb39e8346789e05c63,let go into your vulnerability and unravel into your greatest possibility life being $url$,0
be795e9835f69589cad6ce33e16e580b,learn more about documentation and security breaches with our latest report security breach $url$,0
421d047014a085d26966b3b14abcca91,"Malware attacks drop, but ransomware, IoT $URL$ #CyberRisk #anticorruption #corruption #malware #news #$URL$",1
00b137a7e621be8bc4fea1f7b221ca80,the losers public services humanlabouranimal rights environmental protection refusal to grant refugees asylum breach of geneva conv,0
48f215babe5f163be7999f76b8ef919e,new fileless malware uses dns queries to receive powershell commands $url$ via $mention$ security,1
5da871b49799340582494f5d3b07dfe6,da launches criminal probe into st charles breach $url$,0
1ab2840ac305451acc62e4db9a4e0763,once more into the breach,0
3e40efd4b3f2ff82859ef178193839c3,have you seen his sinestro mr van scriver manages to capture not only his colossal ego but also small shade of vulnerability raretalent,0
8c3e87466eb6886aef1e14115f369717,chose not to take certain path professionally because did nt want thick skin did nt want to shut down the vulnerability learned,0
7364c67c04fbf9a2dba96b2b1d0925d0,chinese national with possible links to opm breach arrested $url$,0
709c6f6f7cfdca08df04637955e3aa91,the true impact of cyber breach on sharepricehttpurl,0
8047f906f25ab5003a009ba694c8a179,funky malware name crashoverride $url$,1
9565fbd10b3cfce7925896c9508a933e,$mention$ your new termsheet email appears to be triggering gmails phishing alerts $url$,0
d4d91c9e97ddf4704ed4eee30b9fb657,equifax lobbied for easier regulation before data breach wsj reports equifax was lobbying lawmakers and fede $url$,0
a034796f6a9a03588b6201c12b5d0def,hurd malware attack could have been worse in the us 550 ktsa $url$,1
2352b1f02bb2e06b6d7ca287e5800847,Smashing Security podcast: Email attachment malware $URL$,1
40f3f13c80ee8fc9dcc15043c2071cc6,next global cyberattack monero mining malware much bigger than wannacry cryptocoinsnews $url$,1
152536dd26eae7c93596a4b0e9985681,why we need to reinvent how we catalogue malware $url$,0
317e37f95219219a55f163211cda952d,such an avoidable breach federal government could hit meck co with fines for hipaa violation $url$ hipaa breach,0
a352a81ee430ba0de0d795732be490f8,vuln curllibcurl incomplete fix cve20172628 remote security bypass vulnerability curllibcurl url8 infosec,1
725b9e859af98b83779c2eda84b5187c,not breach if you think about it is is labour day even ole shelidy takes day off this was brilliantly planned though,0
da1d131ae4867df89a2069b7abef5558,malware detection service for m1 mobile users takes hassle out of users hands $url$,1
fecd7645fe24aa312070f6e8dea6721a,the attempted breach in wisconsin was unsuccessful the director of the wisconsin elections commission said url1,0
b3ce6683a1e34517d4e304594d992949,how to protect yourself from that massive equifax breach $url$ via $mention$ databreach cybersecurity,0
16fad950ba9b2b0109d9bba4de77add3,cybersecurity vuln magento cms retrieveimagephp arbitrary file upload vulnerability urlc infosec,1
c9ae6b99acbbc5ab7bd552aa838a3031,Consumer alert: data breach leaves over 300-thousand #Arbys customers @ risk. Details on @CBS8 News @ 11. #CBS8,1
f263838d08b3c03f3088242150c8862c,hi jason we are aware of phishing emails going around lately if you could forward this on to infomentionie please cg,1
aa5fff06d0037eb4e8707067de4d1843,equifax breach response turns dumpster fire $url$,0
3892f55c9de1f04db31b097f974f0668,ransomware malware how to protect yourself at home as well as your business sme follow these simple steps $url$,0
4af94b0f5a57ce798a2bb0dd212562f3,secure those medicaldevices iomt potatosecurity malware riskmanagement url1 $mention$ $url$,0
4eaab764be247d9adec180914ca548fc,if you eerience data breach will you contact me to let me know what happened what will you do to compensate me,0
6f9f3e8fd961b97fac002a24ee6e2f7c,Rent #Webhosting #Space 2 Gb Unlimited: #FTPAccounts DDoS protection up to 980 Gbps Only per #4USD $URL$ $URL$U,0
ec3aaa0f751768fbd6b8ce8196e187ec,had to patch servers again after that this stupid vulnerability is making every server engineer in the world grr angry,0
b1b5c101475742bab3e22e8a092e021d,it s phishing scam do nt do it thanks,0
8f42726d1d5e3bccbe2b6974bd2c0b83,rent webhosting space gb unlimited ftpaccounts ddos protection up to 980 gbps only per 4usd $url$ $url$,0
fb47418ea2112dd6f435d3de592f3c61,vuln google android libgdx cve20170477 remote code execution vulnerability $url$ infosec,1
391e19946cf310de7d26bde8507c063c,$mention$ please notify your it security team about security vulnerability obb451582 on your website $url$,0
18f7fcab8be186ab5f4fcdee08013aca,dangerous w2 phishing scam targeting schools restaurants hospitals tribal groups others $url$,1
18299a09646055d7c3243626cc6e62ef,Visualising the top #cybersecurity threats of 2016 - by @opendns. #InfoSec #malware #cybercrime #CISO #Ciscohttps://$URL$,0
f11394e7bcd1c71fc7bf378a7286bf76,beware the latest bittrex email phishing scam $url$,1
a4099aa8223ca93e66b89ee3f2192997,$mention$ mustread schumpeter legal vulnerability at the heart of chinas big internet firms $url$ $mention$,1
6a7b2bb738ec03a935d8abdd3a1bcafd,so about the congressional hearings into the equifax data breach via mentionurl,0
ff98912e934b8f0f6bdcf1de1d7957a7,mistakes you make in the name of emotional vulnerability,0
c7dad76c07e5badd140f44f0bcc0d303,uber reveals 81500 canadians affected by global data breach $url$,1
4ad7565f1c67ba191f54c0f879ab22d2,startling facts you need to know about ransomware and what to do about them $url$ security infosec malware $url$,0
092ab791a2eaf6adb12eb2bd55280484,making email safer with antiphishing security checks in gmail on android $url$,0
60d4f8163d462139c06fa44c53b445df,sign our petition calling on equifax to help remediate the serious damage of this breach $url$,0
9a1b48e950725c1961897e1d927796ab,lack of vulnerability is filled with fear those questions that came up when you answered the answers were based in fear fear of repeating the past in the future,0
879baa2361f210baa3a26c58d7f0bbc5,malware found preinstalled on some android devices $url$ via $mention$,1
cdff075bd6c89c628f88510b0a70c96a,@SenMikeLee caught red handed on his phone on the Senate floor during the vote! Talk about a breach in Senate rules,0
33b733b1c8e88f7cacca114b3bc06889,bitkomsecurity rt elie inside mirai the infamous iot botnet retrospective analysis $url$ please rt iot ddos,0
c14edf79be382e2d4782ad1c4a20b0d3,how to minimize infection from xagent the latest malware threat to os techrepublic $url$,0
c975f1a9ab8024cfc7fd9fda30482a2c,hello $mention$ there are 18 malicious domains that may abuse your digital brandhttpsurl,1
827185f931b188ddc6aeb6e191c8b98b,one in four us consumers victim of healthcare data breach accenture $url$,1
760021d78f3880ee97627fa75ee2654e,might be dos websiteforum also down,0
cacccbe774a08712989eb7705c32df41,the intelsecurity service blocks billions of spam viruses phishing threats outside the network every month $url$,1
c8ee700f44a32cd6d94206c209bad28b,the equifax data breach shows the limitations of how our data is stored $url$ thinkbig businessmindset smbusiness,1
a4156e7197395233baa8ba36c90446c3,kodi vlc and other media players are open to malware attack via subtitles $url$,1
558eb252ca4419883c7a2f77a377b462,New Windows Trojan Spreads MIRAI Malware To Hack More IoT Devices $URL$,1
1e0999c6ed1c5bc7b19b5699b441035e,how 1069 purchase may have sidelined the global malwareattack $url$,1
845d0bf40267420ca49731ef39107270,engadgetequifax s data breach response has its own security flaw the equifax data breach is already unnerving $url$,0
db7956c96c51fad6a65a2f846f444965,there s way to spot apps with virtualized malware $url$ android malware $url$,0
8067c0fb77a89ce30e6a775bcb87f639,infographic of nhscyberattack wannacrypt phishing url0,0
1fa4392f020a9dd0e5d92ba0ed0d2685,canadian hackerforhire pleads guilty in yahoo breach $url$ foxnewstech $url$,1
d3332270c8fae75a773a20f485ec9990,if only that was the truth was the one who posted that was in fear for my safety he threatened to ddos me here are more pictures $url$,0
31202376643614c71bab9e3143541320,dormant linux kernel vulnerability finally slayed $url$ many eyes but they have to be looking in the right place,1
7b47bfc533cee2b710dbfca87996d8ba,instagram suffers data breach hacker stole contact info of highprofile users $url$,1
9d433f49b74285d989fed50dd616031c,Am I Safe from Car Hackers UsingMalware? $URL$,0
a63ef8bb0bb770b867f2b0720eae25ac,cloudflare ddos protection url1,0
3abafd34ba218d1b43e6a4add0af142c,engineers developing technologies to detect malware in implanted medical devices news $url$,1
02771b5c789afa4e0bd7cb9940e04ada,forever waiting for there to be snapchat breach forever waiting for my life to be over,0
9b052d818e6f038b53a0b4094301f3df,glitchy password phishy dormant malware $url$,1
5476dabe38436db477e04198df712d8d,man city fined over antidoping breach url20,0
5a6f7e6227e7df9fb1c1a6c5ecb1da89,news string of fileless malware attacks possibly tied to single hacker group it newshttpurl,1
be15d8c4d688d9ba4d6e1883f5d1a98e,everything you need to know about ddos attack $url$,0
